2024-03-14 09:29:32
ple_type	Xylophone
sple_name	Acier Doux T
rho[g/cm3]	7.511
length[mm]	58.84
thickness[mm]	1.53
width[mm]	4.09
comments:

DDC CFreq[Hz]	9959000
Gap	15.00u
sens Hz/µm	0.00
measurements
time[s]	Fres[Hz]	Fres_std[Hz]	MotPos[mm]	fit_Ao	fit_tau	fit_Q_1	fit_sigma	fit_Nsples	E[Pa]	T[°C]	dT/dt[K/s]
1207.200	2207.585	0.231	0.000	575.8	0.2844	5.06955E-4	8.5	206	1.773842E+11	65.335	1.8171
1212.240	2207.656	0.296	0.000	635.1	0.2806	5.13781E-4	8.5	212	1.773958E+11	65.499	1.8155
1217.260	2207.504	0.204	0.000	594.5	0.2831	5.09255E-4	8.3	209	1.773712E+11	65.644	1.8069
1222.280	2207.450	0.236	0.000	612.2	0.2802	5.14539E-4	8.8	208	1.773625E+11	65.986	1.8572
1227.300	2207.394	0.305	0.000	611.4	0.2781	5.18575E-4	8.6	209	1.773536E+11	66.126	1.8796
1232.340	2207.389	0.347	0.000	617.6	0.2774	5.19859E-4	9.4	215	1.773528E+11	66.357	1.9850
1237.360	2207.380	0.187	0.000	590.9	0.2761	5.22360E-4	8.1	211	1.773513E+11	66.577	2.0394
1242.380	2207.291	0.192	0.000	588.7	0.2792	5.16542E-4	9.1	215	1.773371E+11	66.651	1.9730
1247.420	2207.174	0.210	0.000	582.7	0.2742	5.25893E-4	7.9	190	1.773182E+11	66.858	2.0506
1254.421	2207.101	0.190	0.000	577.4	0.2706	5.33040E-4	8.7	185	1.773065E+11	66.981	1.7392
1259.460	2206.937	0.234	0.000	590.3	0.2693	5.35598E-4	8.6	190	1.772801E+11	67.075	1.6538
1264.480	2206.929	0.209	0.000	605.4	0.2653	5.43701E-4	9.0	187	1.772789E+11	67.177	1.6433
1269.500	2206.975	0.262	0.000	596.0	0.2680	5.38151E-4	8.5	190	1.772863E+11	67.367	1.6447
1274.541	2206.847	0.254	0.000	562.2	0.2670	5.40179E-4	8.2	187	1.772658E+11	67.468	1.7311
1279.580	2206.888	0.294	0.000	607.0	0.2662	5.41753E-4	8.3	194	1.772722E+11	67.676	1.7456
1284.621	2206.668	0.146	0.000	550.4	0.2665	5.41235E-4	9.1	188	1.772370E+11	67.841	1.8046
1289.660	2206.544	0.219	0.000	592.9	0.2643	5.45804E-4	9.4	193	1.772170E+11	67.965	1.8578
1294.680	2206.480	0.258	0.000	600.2	0.2626	5.49378E-4	9.0	191	1.772067E+11	68.176	1.8909
1299.720	2206.421	0.274	0.000	599.4	0.2601	5.54617E-4	8.9	193	1.771972E+11	68.382	1.9024
1304.760	2206.539	0.249	0.000	587.1	0.2619	5.50859E-4	8.6	188	1.772162E+11	68.552	1.9762
1309.780	2206.325	0.281	0.000	556.1	0.2633	5.47843E-4	8.2	193	1.771819E+11	68.818	2.0727
1314.800	2206.262	0.233	0.000	565.7	0.2565	5.62489E-4	8.7	181	1.771717E+11	69.053	2.0689
1319.820	2206.296	0.251	0.000	576.0	0.2556	5.64349E-4	9.2	188	1.771773E+11	69.248	2.1231
1324.840	2206.151	0.346	0.000	559.4	0.2596	5.55804E-4	8.6	191	1.771540E+11	69.431	2.1306
1329.860	2206.108	0.277	0.000	569.0	0.2551	5.65534E-4	8.6	188	1.771470E+11	69.630	2.2044
1334.900	2206.123	0.220	0.000	590.7	0.2555	5.64811E-4	8.5	194	1.771494E+11	69.839	2.2519
1339.940	2206.009	0.119	0.000	540.0	0.2551	5.65729E-4	8.8	185	1.771310E+11	69.964	2.2111
1344.961	2205.856	0.278	0.000	556.8	0.2511	5.74685E-4	9.4	190	1.771065E+11	70.137	2.1253
1350.001	2205.992	0.200	0.000	561.0	0.2513	5.74228E-4	8.9	185	1.771283E+11	70.330	2.1717
1355.020	2205.630	0.304	0.000	516.5	0.2532	5.69881E-4	9.4	184	1.770703E+11	70.499	2.1926
1360.060	2205.750	0.163	0.000	574.0	0.2513	5.74209E-4	8.9	188	1.770896E+11	70.704	2.2183
1365.100	2205.843	0.271	0.000	565.2	0.2490	5.79439E-4	8.7	194	1.771044E+11	70.985	2.1834
1370.139	2205.690	0.286	0.000	512.6	0.2501	5.76973E-4	8.6	188	1.770798E+11	71.265	2.1798
1375.160	2205.489	0.150	0.000	538.5	0.2480	5.82064E-4	7.9	171	1.770476E+11	71.452	2.1730
1380.180	2205.474	0.322	0.000	567.8	0.2454	5.88091E-4	8.2	172	1.770451E+11	71.733	2.1443
1385.200	2205.530	0.124	0.000	542.0	0.2452	5.88523E-4	8.9	162	1.770542E+11	71.808	2.1436
1390.240	2205.498	0.255	0.000	516.5	0.2517	5.73508E-4	8.5	187	1.770491E+11	72.008	2.0518
1395.260	2205.315	0.318	0.000	516.9	0.2376	6.07384E-4	8.4	165	1.770197E+11	72.130	2.0300
1400.280	2205.260	0.235	0.000	539.8	0.2403	6.00702E-4	8.4	165	1.770109E+11	72.345	1.9669
1405.320	2205.157	0.194	0.000	557.9	0.2421	5.96287E-4	9.0	173	1.769943E+11	72.504	1.9006
1410.360	2204.984	0.181	0.000	557.2	0.2386	6.05031E-4	8.6	173	1.769665E+11	72.518	1.9217
1415.380	2204.966	0.248	0.000	550.9	0.2369	6.09293E-4	8.2	162	1.769637E+11	72.514	1.7977
1420.420	2204.891	0.230	0.000	551.6	0.2374	6.08126E-4	8.1	168	1.769516E+11	72.631	1.7632
1425.460	2204.933	0.261	0.000	539.7	0.2415	5.97807E-4	8.4	162	1.769583E+11	72.737	1.6845
1430.500	2204.706	0.238	0.000	539.5	0.2360	6.11876E-4	9.3	168	1.769219E+11	72.964	1.7380
1435.520	2204.843	0.185	0.000	545.9	0.2351	6.14061E-4	8.1	165	1.769439E+11	72.978	1.7624
1440.560	2204.585	0.199	0.000	534.2	0.2359	6.12061E-4	8.4	171	1.769024E+11	73.402	1.8286
1445.580	2204.720	0.216	0.000	540.6	0.2372	6.08634E-4	8.8	162	1.769242E+11	73.362	1.8468
1450.621	2204.575	0.250	0.000	525.2	0.2364	6.10657E-4	8.5	168	1.769009E+11	73.488	1.7556
1455.660	2204.502	0.163	0.000	529.2	0.2380	6.06716E-4	8.1	166	1.768892E+11	73.586	1.8238
1460.700	2204.459	0.265	0.000	556.4	0.2327	6.20546E-4	7.7	173	1.768824E+11	73.699	1.7824
1465.720	2204.546	0.170	0.000	531.5	0.2314	6.23880E-4	8.4	168	1.768963E+11	73.879	1.7508
1470.740	2204.332	0.375	0.000	505.3	0.2337	6.17938E-4	7.8	168	1.768619E+11	74.101	1.8460
1475.780	2204.223	0.175	0.000	532.8	0.2304	6.26655E-4	8.6	171	1.768444E+11	74.235	1.8891
1480.800	2204.066	0.329	0.000	535.1	0.2272	6.35533E-4	8.6	168	1.768192E+11	74.368	1.9773
1485.820	2204.196	0.270	0.000	534.3	0.2291	6.30306E-4	9.1	167	1.768401E+11	74.637	2.0123
1490.860	2204.205	0.244	0.000	535.3	0.2261	6.38759E-4	8.3	173	1.768416E+11	74.870	2.0204
1495.900	2204.216	0.291	0.000	505.6	0.2285	6.31987E-4	8.6	168	1.768433E+11	75.023	2.0296
1500.940	2204.124	0.176	0.000	483.6	0.2295	6.29297E-4	8.0	166	1.768285E+11	75.304	2.0300
1505.980	2203.839	0.302	0.000	487.8	0.2251	6.41663E-4	8.6	162	1.767828E+11	75.553	2.1234
1511.020	2203.906	0.299	0.000	522.9	0.2280	6.33527E-4	8.5	168	1.767936E+11	75.731	2.1805
1516.060	2203.668	0.212	0.000	509.7	0.2283	6.32571E-4	8.7	168	1.767554E+11	75.912	2.2130
1521.080	2203.868	0.260	0.000	534.2	0.2250	6.41944E-4	8.1	172	1.767875E+11	76.035	2.1888
1526.101	2203.689	0.232	0.000	503.0	0.2221	6.50401E-4	8.6	172	1.767587E+11	76.293	2.2013
1531.121	2203.486	0.273	0.000	505.5	0.2251	6.41632E-4	8.6	144	1.767261E+11	76.406	2.1962
1536.160	2203.635	0.274	0.000	518.7	0.2213	6.52796E-4	7.5	166	1.767501E+11	76.619	2.2044
1541.201	2203.632	0.166	0.000	485.7	0.2235	6.46286E-4	7.7	161	1.767495E+11	76.807	2.2349
1546.220	2203.433	0.200	0.000	489.4	0.2213	6.52909E-4	8.3	167	1.767177E+11	77.071	2.2941
1551.241	2203.465	0.295	0.000	528.8	0.2190	6.59754E-4	9.2	173	1.767228E+11	77.352	2.2686
1556.280	2203.322	0.249	0.000	491.7	0.2217	6.51504E-4	9.1	167	1.766999E+11	77.626	2.1227
1561.320	2203.258	0.312	0.000	493.1	0.2210	6.53838E-4	8.5	162	1.766897E+11	77.774	2.1146
1566.360	2203.255	0.269	0.000	511.1	0.2200	6.56713E-4	8.9	171	1.766891E+11	77.969	2.1592
1571.400	2203.343	0.529	0.000	489.4	0.2197	6.57452E-4	7.7	165	1.767032E+11	77.999	2.1016
1576.420	2203.178	0.415	0.000	494.6	0.2194	6.58446E-4	9.3	173	1.766768E+11	78.040	2.0005
1581.440	2203.205	0.299	0.000	520.5	0.2196	6.57866E-4	8.2	173	1.766811E+11	78.155	1.8814
1586.481	2202.969	0.314	0.000	471.0	0.2225	6.49444E-4	8.6	147	1.766432E+11	78.208	1.8546
1591.501	2202.873	0.328	0.000	494.3	0.2206	6.55126E-4	8.4	145	1.766278E+11	78.240	1.9257
1596.540	2202.855	0.334	0.000	503.1	0.2129	6.78822E-4	9.1	168	1.766249E+11	78.359	1.8136
1601.580	2203.208	0.321	0.000	520.2	0.2185	6.61098E-4	9.3	150	1.766816E+11	78.559	1.8154
1606.600	2202.675	0.420	0.000	439.9	0.2187	6.60676E-4	8.9	150	1.765962E+11	78.739	1.6982
1611.641	2202.564	0.335	0.000	516.2	0.2174	6.64749E-4	9.0	150	1.765783E+11	78.870	1.6420
1616.680	2202.650	0.365	0.000	503.8	0.2147	6.72933E-4	8.3	147	1.765921E+11	79.056	1.6517
1621.701	2202.402	0.218	0.000	485.2	0.2129	6.78925E-4	8.1	144	1.765523E+11	79.163	1.5982
1626.720	2202.650	0.133	0.000	512.4	0.2148	6.72902E-4	8.2	150	1.765921E+11	79.335	1.7126
1631.760	2202.532	0.238	0.000	479.7	0.2093	6.90380E-4	9.0	150	1.765732E+11	79.523	1.7283
1636.800	2202.409	0.174	0.000	492.6	0.2165	6.67478E-4	8.0	173	1.765534E+11	79.675	1.7622
1641.840	2202.284	0.206	0.000	481.6	0.2134	6.77217E-4	7.8	144	1.765334E+11	79.833	1.8150
1646.880	2202.231	0.346	0.000	496.0	0.2101	6.88021E-4	8.6	149	1.765250E+11	80.028	1.7317
1651.900	2202.238	0.173	0.000	481.9	0.2083	6.93882E-4	9.1	143	1.765261E+11	80.207	1.8348
1656.940	2202.034	0.380	0.000	493.0	0.2098	6.88874E-4	8.9	150	1.764933E+11	80.341	1.8695
1661.961	2201.996	0.281	0.000	493.1	0.2065	6.99972E-4	8.3	146	1.764872E+11	80.501	1.8916
1666.980	2202.043	0.198	0.000	482.6	0.2099	6.88546E-4	7.9	143	1.764948E+11	80.716	1.9510
1672.020	2201.846	0.210	0.000	493.7	0.2065	6.99907E-4	7.9	150	1.764633E+11	80.890	1.9351
1677.040	2201.803	0.250	0.000	495.6	0.2083	6.93893E-4	8.5	150	1.764564E+11	81.130	2.0489
1682.080	2201.944	0.196	0.000	483.3	0.2058	7.02317E-4	7.6	143	1.764789E+11	81.298	2.1247
1687.121	2201.875	0.299	0.000	466.6	0.2078	6.95735E-4	8.1	146	1.764678E+11	81.607	2.1315
1692.141	2201.805	0.275	0.000	465.1	0.2086	6.93028E-4	8.3	143	1.764567E+11	81.767	2.1908
1697.160	2201.600	0.256	0.000	468.8	0.2071	6.98167E-4	9.2	145	1.764238E+11	81.957	2.2081
1702.180	2201.555	0.262	0.000	472.7	0.2046	7.06520E-4	9.1	141	1.764165E+11	82.145	2.2063
1707.200	2201.713	0.298	0.000	482.4	0.2090	6.91578E-4	7.8	149	1.764419E+11	82.282	2.2284
1712.220	2201.397	0.424	0.000	480.3	0.2068	6.99215E-4	8.7	150	1.763913E+11	82.520	2.2491
1717.260	2201.651	0.370	0.000	467.0	0.2054	7.03859E-4	9.3	141	1.764320E+11	82.705	2.2892
1722.300	2201.341	0.277	0.000	447.9	0.2072	6.97917E-4	8.3	148	1.763822E+11	82.877	2.3143
1727.340	2201.403	0.581	0.000	487.3	0.2037	7.09984E-4	8.3	150	1.763922E+11	83.080	2.2455
1732.360	2201.220	0.314	0.000	461.1	0.2028	7.13187E-4	8.4	146	1.763629E+11	83.212	2.2997
1737.400	2201.229	0.498	0.000	465.5	0.2021	7.15686E-4	7.7	141	1.763644E+11	83.527	2.2559
1742.420	2201.121	0.268	0.000	465.1	0.2044	7.07388E-4	8.0	146	1.763470E+11	83.901	2.2091
1747.460	2201.218	0.399	0.000	467.0	0.2031	7.12098E-4	9.6	144	1.763626E+11	83.974	2.1676
1752.500	2200.967	0.294	0.000	455.6	0.2068	6.99295E-4	7.8	149	1.763223E+11	83.998	2.0621
1757.540	2200.884	0.223	0.000	474.8	0.2001	7.22814E-4	8.3	149	1.763091E+11	84.216	2.0576
1762.560	2201.005	0.304	0.000	473.3	0.2034	7.10863E-4	9.2	148	1.763284E+11	84.291	2.0210
1767.580	2200.980	0.212	0.000	453.3	0.2061	7.01622E-4	8.5	147	1.763244E+11	84.405	1.9498
1772.600	2200.844	0.232	0.000	464.6	0.2000	7.23323E-4	8.9	150	1.763026E+11	84.535	1.7644
1777.620	2200.901	0.429	0.000	446.5	0.2006	7.20995E-4	8.9	141	1.763118E+11	84.702	1.6867
1782.660	2200.869	0.220	0.000	452.9	0.2000	7.23050E-4	8.1	150	1.763066E+11	84.620	1.6263
1787.681	2200.813	0.390	0.000	457.1	0.2053	7.04425E-4	8.9	150	1.762977E+11	84.763	1.6061
1792.720	2200.736	0.392	0.000	468.7	0.2028	7.13134E-4	7.5	149	1.762854E+11	84.797	1.6612
1797.760	2200.589	0.425	0.000	444.1	0.2028	7.13128E-4	9.0	149	1.762618E+11	85.199	1.7868
1802.800	2200.540	0.358	0.000	443.1	0.2025	7.14290E-4	8.9	140	1.762539E+11	85.196	1.8310
1807.820	2200.330	0.297	0.000	465.9	0.1966	7.35805E-4	8.2	144	1.762203E+11	85.385	1.7673
1812.860	2200.191	0.248	0.000	486.7	0.1971	7.34100E-4	8.6	147	1.761981E+11	85.571	1.8066
1817.880	2200.173	0.153	0.000	485.7	0.1980	7.30711E-4	8.8	147	1.761951E+11	85.779	1.7780
1822.901	2200.315	0.314	0.000	469.6	0.1948	7.42772E-4	8.0	138	1.762178E+11	85.940	1.8467
1827.920	2200.067	0.266	0.000	456.5	0.1971	7.34007E-4	8.4	142	1.761782E+11	86.091	1.8651
1832.960	2200.279	0.283	0.000	479.5	0.2010	7.19844E-4	8.8	145	1.762121E+11	86.277	1.8747
1837.980	2200.283	0.290	0.000	446.5	0.1976	7.32175E-4	8.9	144	1.762127E+11	86.480	1.9626
1843.000	2200.074	0.325	0.000	441.7	0.1974	7.32876E-4	8.9	144	1.761793E+11	86.715	2.0198
1848.020	2199.987	0.318	0.000	475.4	0.1973	7.33407E-4	8.0	146	1.761653E+11	86.950	2.1010
1853.060	2199.831	0.417	0.000	476.1	0.1950	7.42137E-4	8.4	145	1.761404E+11	87.094	2.1327
1858.081	2199.783	0.377	0.000	464.8	0.1946	7.43633E-4	8.9	138	1.761327E+11	87.302	2.1354
1863.120	2199.628	0.282	0.000	478.0	0.1988	7.28074E-4	9.2	145	1.761079E+11	87.509	2.2056
1868.161	2199.693	0.325	0.000	467.2	0.1956	7.39784E-4	7.3	138	1.761183E+11	87.675	2.2564
1873.180	2199.801	0.409	0.000	474.6	0.1986	7.28506E-4	8.5	145	1.761356E+11	87.899	2.2882
1878.220	2199.458	0.287	0.000	461.4	0.1968	7.35418E-4	9.1	145	1.760806E+11	88.053	2.2532
1883.241	2199.485	0.320	0.000	478.4	0.1971	7.34342E-4	9.3	138	1.760849E+11	88.364	2.1967
1888.260	2199.602	0.279	0.000	486.2	0.1956	7.39890E-4	8.0	141	1.761037E+11	88.608	2.2134
1893.300	2199.625	0.295	0.000	455.4	0.1967	7.35827E-4	8.1	136	1.761074E+11	88.976	2.2067
1898.321	2199.504	0.422	0.000	456.1	0.1959	7.38789E-4	8.1	144	1.760880E+11	89.051	2.2302
1903.361	2199.342	0.322	0.000	464.2	0.1954	7.40568E-4	8.7	141	1.760621E+11	89.195	2.1873
1908.380	2199.354	0.410	0.000	474.7	0.1940	7.45945E-4	8.1	139	1.760639E+11	89.271	2.1456
1913.400	2199.191	0.397	0.000	468.2	0.1904	7.60072E-4	8.4	140	1.760380E+11	89.471	2.0464
1918.440	2199.165	0.380	0.000	479.6	0.1882	7.69006E-4	8.0	139	1.760337E+11	89.609	2.0278
1923.460	2199.156	0.177	0.000	475.4	0.1954	7.40875E-4	8.6	141	1.760323E+11	89.371	1.9311
1928.500	2199.036	0.146	0.000	462.2	0.1946	7.43975E-4	8.1	138	1.760131E+11	89.425	1.8997
1933.540	2198.976	0.231	0.000	477.1	0.1928	7.50639E-4	9.1	142	1.760035E+11	89.575	1.9488
1938.580	2198.704	0.183	0.000	459.2	0.1923	7.52919E-4	8.7	117	1.759600E+11	89.691	1.8713
1943.620	2198.673	0.181	0.000	468.2	0.1967	7.35902E-4	8.7	140	1.759550E+11	89.920	1.9131
1948.641	2198.701	0.336	0.000	475.5	0.1895	7.63853E-4	7.5	142	1.759594E+11	90.071	1.9090
1953.680	2198.946	0.211	0.000	459.5	0.1923	7.52665E-4	9.1	136	1.759988E+11	90.294	1.8577
1958.720	2198.605	0.344	0.000	438.3	0.1970	7.34777E-4	8.0	143	1.759441E+11	90.484	1.9378
1963.760	2198.635	0.235	0.000	473.1	0.1926	7.51538E-4	8.3	143	1.759489E+11	90.693	1.9966
1968.800	2198.666	0.339	0.000	445.7	0.1894	7.64233E-4	9.5	137	1.759539E+11	90.953	2.0533
1973.820	2198.660	0.383	0.000	439.9	0.1958	7.39338E-4	7.8	140	1.759528E+11	91.105	2.0965
1978.840	2198.523	0.214	0.000	435.8	0.1963	7.37417E-4	8.7	142	1.759310E+11	91.319	2.0907
1983.880	2198.004	0.440	0.000	441.1	0.1906	7.59879E-4	8.4	138	1.758479E+11	91.484	2.0298
1988.920	2198.296	0.229	0.000	450.1	0.1955	7.40766E-4	7.9	141	1.758946E+11	91.668	2.0641
1993.960	2198.275	0.369	0.000	449.1	0.1915	7.56185E-4	9.0	138	1.758913E+11	91.837	2.1214
1998.980	2198.178	0.278	0.000	457.4	0.1913	7.57035E-4	8.8	142	1.758758E+11	92.048	2.1264
2004.020	2197.972	0.269	0.000	455.5	0.1898	7.63006E-4	8.7	140	1.758428E+11	92.307	2.1681
2009.060	2198.087	0.254	0.000	445.0	0.1899	7.62422E-4	8.2	133	1.758612E+11	92.491	2.1732
2014.100	2198.195	0.225	0.000	443.7	0.1923	7.53162E-4	7.9	134	1.758785E+11	92.761	2.2328
2019.120	2198.068	0.287	0.000	457.1	0.1924	7.52579E-4	7.9	143	1.758581E+11	92.974	2.2702
2024.160	2197.996	0.436	0.000	444.6	0.1880	7.70182E-4	8.4	117	1.758467E+11	93.108	2.2080
2029.180	2197.714	0.128	0.000	441.4	0.1907	7.59368E-4	7.4	136	1.758015E+11	93.279	2.1644
2034.200	2198.011	0.390	0.000	455.2	0.1942	7.45739E-4	8.1	117	1.758490E+11	93.201	1.9247
2039.220	2197.564	0.335	0.000	416.6	0.1921	7.54167E-4	9.0	112	1.757776E+11	93.294	1.9054
2044.240	2197.678	0.369	0.000	454.3	0.1899	7.62870E-4	8.2	134	1.757958E+11	93.405	1.8400
2049.260	2197.787	0.307	0.000	458.0	0.1932	7.49796E-4	8.0	141	1.758132E+11	93.494	1.7366
2054.280	2197.480	0.334	0.000	466.9	0.1938	7.47533E-4	8.9	143	1.757641E+11	93.641	1.6559
2059.300	2197.357	0.179	0.000	457.2	0.1886	7.68229E-4	9.0	113	1.757444E+11	93.764	1.6257
2064.340	2197.526	0.365	0.000	463.1	0.1931	7.50217E-4	8.3	140	1.757715E+11	93.821	1.6329
2069.380	2197.644	0.337	0.000	452.6	0.1894	7.64883E-4	8.1	139	1.757903E+11	93.898	1.6247
2074.420	2197.350	0.558	0.000	428.7	0.1942	7.46049E-4	8.9	119	1.757433E+11	94.052	1.6607
2079.460	2197.503	0.233	0.000	458.4	0.1861	7.78348E-4	8.6	137	1.757678E+11	94.383	1.6707
2084.480	2197.406	0.301	0.000	436.0	0.1912	7.57681E-4	8.6	143	1.757522E+11	94.590	1.7389
2089.520	2197.323	0.300	0.000	424.5	0.1891	7.66172E-4	8.3	138	1.757390E+11	94.732	1.7753
2094.540	2197.063	0.404	0.000	441.8	0.1898	7.63288E-4	8.0	141	1.756973E+11	94.886	1.7604
2099.580	2196.944	0.390	0.000	454.6	0.1931	7.50310E-4	7.5	138	1.756783E+11	95.031	1.8136
2104.600	2197.076	0.175	0.000	463.3	0.1908	7.59330E-4	8.9	141	1.756995E+11	95.171	1.8701
2109.621	2196.864	0.266	0.000	450.6	0.1903	7.61241E-4	8.3	141	1.756656E+11	95.478	1.9279
2114.660	2197.107	0.386	0.000	454.3	0.1844	7.85570E-4	8.5	113	1.757044E+11	95.732	2.0142
2119.700	2196.791	0.333	0.000	433.5	0.1934	7.49043E-4	8.0	143	1.756539E+11	95.990	2.1242
2124.720	2196.799	0.235	0.000	453.2	0.1892	7.65648E-4	8.1	117	1.756551E+11	96.217	2.2146
2129.761	2196.653	0.270	0.000	468.7	0.1906	7.60386E-4	8.2	143	1.756318E+11	96.493	2.2431
2134.781	2196.813	0.297	0.000	456.7	0.1916	7.56344E-4	8.2	139	1.756574E+11	96.654	2.2246
2139.800	2196.496	0.382	0.000	443.8	0.1934	7.49470E-4	8.1	142	1.756068E+11	96.869	2.2108
2144.841	2196.615	0.100	0.000	463.8	0.1919	7.54994E-4	8.0	120	1.756257E+11	97.119	2.2220
2149.880	2196.525	0.523	0.000	441.6	0.1940	7.46996E-4	9.1	136	1.756113E+11	97.314	2.2284
2154.921	2196.335	0.439	0.000	445.2	0.1935	7.48950E-4	8.3	113	1.755810E+11	97.608	2.1951
2159.960	2196.558	0.161	0.000	458.1	0.1889	7.67311E-4	8.1	136	1.756166E+11	97.696	2.0960
2164.980	2196.077	0.299	0.000	440.5	0.1895	7.64690E-4	9.0	142	1.755398E+11	97.985	2.0935
2170.000	2196.586	0.340	0.000	478.7	0.1895	7.64711E-4	9.3	143	1.756211E+11	97.911	1.9669
2175.020	2195.960	0.362	0.000	403.2	0.1938	7.47919E-4	8.7	138	1.755211E+11	97.735	1.9751
2180.060	2196.059	0.340	0.000	453.4	0.1846	7.85026E-4	8.2	134	1.755369E+11	97.871	2.0462
2185.100	2195.816	0.311	0.000	463.5	0.1939	7.47733E-4	7.8	143	1.754979E+11	97.993	2.0637
2190.120	2196.098	0.331	0.000	457.6	0.1935	7.49122E-4	8.2	141	1.755432E+11	98.132	1.9294
2195.141	2196.212	0.425	0.000	460.4	0.1945	7.45000E-4	8.1	143	1.755613E+11	98.383	1.8178
2200.160	2196.078	0.301	0.000	424.1	0.1933	7.49902E-4	8.8	120	1.755399E+11	98.467	1.7907
2205.181	2195.805	0.225	0.000	429.5	0.1919	7.55252E-4	8.4	140	1.754963E+11	98.701	1.9303
2210.220	2195.779	0.280	0.000	467.5	0.1897	7.64261E-4	8.7	143	1.754921E+11	98.904	1.9752
2215.240	2195.726	0.249	0.000	455.0	0.1922	7.54108E-4	7.8	141	1.754836E+11	99.149	2.0306
2220.280	2195.691	0.202	0.000	458.2	0.1895	7.65191E-4	9.0	120	1.754781E+11	99.388	2.1228
2225.320	2195.584	0.257	0.000	450.7	0.1910	7.59138E-4	8.4	139	1.754610E+11	99.483	2.1240
2230.340	2195.730	0.296	0.000	467.0	0.1972	7.35083E-4	9.3	143	1.754842E+11	99.735	2.1942
2235.360	2195.844	0.442	0.000	449.7	0.1931	7.50889E-4	8.4	143	1.755026E+11	99.866	2.2143
2240.400	2195.483	0.372	0.000	403.0	0.1927	7.52209E-4	9.5	137	1.754448E+11	100.213	2.2477
2245.421	2195.361	0.245	0.000	459.4	0.1904	7.61484E-4	8.6	143	1.754252E+11	100.421	2.2261
2250.441	2195.268	0.247	0.000	461.1	0.1887	7.68388E-4	9.3	141	1.754104E+11	100.691	2.1951
2255.480	2195.379	0.315	0.000	453.7	0.1924	7.53689E-4	7.2	138	1.754282E+11	100.951	2.1734
2260.520	2195.179	0.447	0.000	469.4	0.1908	7.59971E-4	9.0	143	1.753962E+11	101.200	2.1483
2265.540	2195.112	0.241	0.000	478.5	0.1927	7.52591E-4	8.1	143	1.753855E+11	101.158	2.3000
2270.580	2195.120	0.422	0.000	456.4	0.1904	7.61416E-4	8.5	137	1.753868E+11	101.460	2.1925
2275.600	2195.062	0.225	0.000	443.0	0.1916	7.56695E-4	8.0	134	1.753775E+11	101.671	2.1673
2280.620	2195.083	0.217	0.000	479.4	0.1960	7.39942E-4	9.0	143	1.753809E+11	101.725	2.0451
2285.660	2194.986	0.379	0.000	443.8	0.1930	7.51514E-4	8.7	139	1.753653E+11	101.786	2.0112
2290.700	2194.945	0.350	0.000	467.3	0.1935	7.49423E-4	8.7	143	1.753588E+11	101.671	1.9892
2295.720	2194.780	0.386	0.000	442.0	0.1993	7.27525E-4	7.6	138	1.753324E+11	101.727	1.9194
2300.740	2194.821	0.311	0.000	462.0	0.1927	7.52640E-4	8.5	141	1.753390E+11	101.838	1.8634
2305.780	2194.793	0.329	0.000	446.7	0.1924	7.53672E-4	9.1	137	1.753346E+11	101.969	1.8089
2310.820	2194.548	0.207	0.000	445.0	0.1931	7.51010E-4	9.6	139	1.752953E+11	101.994	1.7819
2315.860	2194.764	0.358	0.000	463.4	0.1971	7.35908E-4	7.7	142	1.753298E+11	102.146	1.7514
2320.881	2194.805	0.213	0.000	441.6	0.1925	7.53380E-4	7.8	141	1.753364E+11	102.328	1.8005
2325.900	2194.285	0.304	0.000	426.0	0.2002	7.24599E-4	8.3	142	1.752534E+11	102.630	1.9154
2330.940	2194.466	0.263	0.000	458.9	0.1932	7.50787E-4	8.3	138	1.752823E+11	102.856	2.0115
2335.980	2194.617	0.279	0.000	464.5	0.1987	7.30011E-4	7.8	143	1.753063E+11	103.119	2.0478
2341.020	2194.355	0.341	0.000	424.5	0.1944	7.46086E-4	8.2	139	1.752645E+11	103.345	2.0659
2346.040	2194.188	0.305	0.000	458.3	0.1953	7.42696E-4	8.8	141	1.752379E+11	103.448	2.0622
2351.061	2194.139	0.384	0.000	460.6	0.1981	7.32216E-4	7.1	141	1.752301E+11	103.736	2.1578
2356.100	2194.028	0.134	0.000	466.6	0.1991	7.28853E-4	8.4	143	1.752123E+11	103.709	2.0186
2361.140	2194.199	0.344	0.000	478.6	0.1967	7.37354E-4	9.6	143	1.752397E+11	104.071	2.0807
2366.161	2194.043	0.264	0.000	451.5	0.1991	7.28846E-4	8.3	143	1.752147E+11	104.264	2.1503
2371.200	2193.910	0.284	0.000	458.0	0.1957	7.41400E-4	8.5	139	1.751935E+11	104.415	2.1237
2376.220	2193.908	0.096	0.000	472.2	0.1982	7.31994E-4	7.7	143	1.751932E+11	104.636	2.2048
2381.240	2193.839	0.326	0.000	464.8	0.1996	7.26988E-4	7.5	142	1.751822E+11	104.810	2.2099
2386.260	2193.865	0.291	0.000	460.8	0.1988	7.29826E-4	8.5	139	1.751863E+11	105.135	2.2709
2391.280	2193.920	0.183	0.000	464.0	0.1976	7.34230E-4	8.7	143	1.751951E+11	105.378	2.3829
2396.300	2193.506	0.264	0.000	438.8	0.1992	7.28595E-4	8.3	140	1.751290E+11	105.786	2.3822
